VideoID,Text,Timestamp,Primary Code,Relevance,Secondary Code,Relevance
1,can get through networking either in person or online,8:39,C,2,A,2
1,in Facebook groups or LinkedIn outreach or dedicated platforms,8:43,C,2,A,2
1,like Freelancer and Upwork. The pros of this is that you have flexibility of,8:47,C,2,A,2
1,"clients and flexibility in the type of work you do and your contract length. If,",8:53,C,2,A,2
1,"like me, you really enjoy dynamic work - then this might be the way to go for you..",8:57,C,2,A,2
1,because it will allow you to work on multiple projects with multiple clients,9:01,C,2,A,2
1,and also generally allow you to charge higher rates as you're not on a salary,9:06,C,2,A,2
1,but you're on an hourly weekly or per project payment structure. Now the cons,9:12,C,2,A,2
1,of this is that it can be an organisational nightmare if you're not,9:15,C,2,A,2
1,"naturally organised, and you also have to be really good at setting boundaries",9:20,C,2,A,2
1,with your clients because you might have five or more clients at a time. And your,9:25,C,2,A,2
1,pay might also vary from month to month. So those are some things to consider,9:28,C,2,A,2
1,there. Now the last of these is starting your own online business for things like,9:34,C,2,A,2
1,Dropshipping or Amazon FBA or online course creation or having other digital,9:39,C,2,A,2
1,products like a membership site for example. Now the pros here is that it can,9:43,C,2,A,2
1,be much more passive once you get a little bit of momentum especially when,9:48,,,,
1,it comes to digital products like online courses where you can create your course,9:53,,,,
1,once and then sites like Udemy or Skillshare will actually sell it for you,9:57,,,,
1,and market it for you. Now the cons here are that this is the riskiest of the,10:01,A,2,F,3
1,three strategies and it's very hands-on and time-consuming especially when,10:06,A,2,F,3
1,you're setting everything up. So it does kind of seem that everyone in the online,10:10,A,2,F,3
1,world is always telling you to niche down and narrow down and find your niche. And,10:14,A,2,F,3
1,I would actually disagree with this and go out on a limb here a little bit.,10:18,A,2,F,3
1,Because it wasn't really my approach and it isn't to this day. When I first,10:22,A,2,F,3
1,"started working online, and for quite a while afterwards... I focused on just",10:27,A,2,F,3
1,getting as many experiences in as many fields as I could. So I made an effort to,10:32,A,2,F,3
1,work with clients of all different sizes all different customer bases and in,10:38,A,2,F,3
1,different industries so I could learn what worked for me and what didn't and,10:41,A,2,F,3
1,where my passions really were. So I worked with everyone from baby clothing,10:45,A,2,F,3
1,brands and investors and software developers and,10:48,A,2,F,3
1,energy retailers and everyone in between. So I could figure out what I actually,10:52,A,2,F,3
1,really wanted to focus on in the future. So I would recommend that before even,10:58,A,2,F,3
1,thinking about starting your own online business and your own passive income,11:02,A,2,F,3
1,"which is the goal, and it's exactly what I ended up doing with my online courses",11:06,,,,
1,to supplement my freelancing income - I would try and get as many experiences,11:11,,,,
1,working with a variety of clients before deciding on what's right for you. And now,11:15,,,,
1,over to you guys do you know of other ways that people,11:17,,,,
1,have made money online that you'd like to share with me? Let me know in the,11:21,,,,
1,comments below and something maybe I can focus on in future videos as well. Now,11:25,,,,
1,Moving on to Step 5... before we go into how to decide where to actually set up,11:30,,,,
1,your virtual office in Step 6 I also wanted to cover something that people,11:34,,,,
1,seem to forget about a lot when it comes to this Digital Nomad lifestyle which is,11:38,J,2,,
1,all about knowing your numbers. What I mean by this is just you need to know,11:43,J,2,,
1,what your expenses are every month so you need to know exactly what you need,11:47,J,2,,
1,to earn in order to just break even and then also to earn more on top to,11:52,J,2,,
1,contribute to your savings. So if you know that 2k a month is the bare,11:56,J,2,,
1,"minimum you need to make in order to break even on your expenses, and you're",12:00,J,2,,
1,charging $50 an hour then you know that 40 hours that month is the minimum you,12:04,J,2,,
1,need to work in order to break even. Assuming you're also charging your taxes,12:09,J,2,,
1,in your country on top of your hourly rate. So it really scares me when people,12:14,J,2,,
1,don't really know their revenue and profit numbers. If they say things like,12:19,J,2,,
1,I'm making a hundred grand a month from Facebook Ads!,12:22,,,,
1,"Yeah but if you spent 99 grand on your Facebook Ads then you've made $1,000",12:27,,,,
1,profit and that's not gonna get you very far. So know your numbers and also just,12:33,C,1,J,2
1,be really conscious of being able to put money aside for doing really exciting,12:37,C,1,J,2
1,things in the place that you're in! There's no point in living in beautiful,12:40,C,1,J,2
1,places like Cambodia and Bali if you're not putting a little bit of money aside,12:44,C,1,J,2
1,on doing really exciting things in the place that you're in and exploring,12:49,C,1,J,2
1,"nature, and culture and all those wonderful things that come along with",12:52,C,1,J,2
1,being able to be a digital nomad. So now at Step 6 -,12:55,C,1,J,2
1,let's talk about how to actually choose your,12:58,C,1,J,2
1,ideal travel destination. First and foremost - be VERY aware of time zones. So,13:02,C,2,,
1,at the moment I'm in Australia and if I had an Aussie client and I was gonna go,13:06,C,2,,
1,back home to visit my family in Canada for a couple of months that might mean a,13:11,C,2,,
1,few 3 a.m. Skype calls with my clients. Which might be fine from time to time,13:15,C,2,,
1,but probably not sustainable long term. So be very aware of time zones first and,13:20,J,2,,
1,"foremost and then really think about things like cost of living, internet",13:25,J,2,,
1,"speed, temperature, culture, food... all of the things that really matter to you.",13:29,J,2,,
1,That are individual to where you want to travel to. My favourite resource for this,13:34,J,2,,
1,is Nomadlist - it has a rating for every digital nomad hotspot around the,13:40,J,2,,
1,"world. Including average cost of living per month, temperature, Wi-Fi speed and it",13:46,J,2,,
1,even has a fun and safety rating. And this awesome website even connects other,13:51,L,2,,
1,digital nomads in a helpful community forum and even has a dating section!,13:55,L,2,,
1,which brings me to my next and final point,13:57,L,2,,
1,Step 7 - connect with your people! I cannot say this enough but co-working spaces,14:02,L,2,,
1,might just be the best investment that you make as a digital nomad. Some of my,14:07,L,2,,
1,favourite people I've met from around the world have been through co-working,14:11,L,2,,
1,"spaces especially when I was living in Canggu, Bali. So these kind of",14:16,L,2,,
1,co-working spaces will put a lot of effort into connecting their community,14:20,L,2,,
1,and having skill share sessions so people can pass on their knowledge to others.,14:23,,,,
1,And you might find people who are in your industry and in your niche and in,14:27,,,,
1,"your skill set who are just those few steps ahead, who can help you out. And likewise",14:32,D,2,,
1,you will find people who are a few steps behind where you are which will allow,14:36,D,2,,
1,you to pass on your own knowledge and make you feel really good about how far,14:40,D,2,,
1,you've come. So chances are there is a co-working space near you wherever you,14:44,D,2,,
1,are in the world make sure to check out coworker.com and see if there are any,14:48,D,2,,
1,awesome spaces near you that might even offer a free trial for you to go and,14:53,D,2,,
1,maybe check it out just to get a feel for what your digital nomad life might,14:57,D,2,,
1,look like. Alright so that was a lot of information and as I said at the,15:01,D,2,,
1,beginning the links to the resources mentioned throughout are listed in the,15:05,D,2,,
1,description below along you are linked to that resource I,15:08,D,2,,
1,mentioned that's gonna have a complete list of all the places that you can find,15:13,D,2,,
1,"work online as a digital nomad, a list of the most in-demand and highest-paid",15:18,,,,
1,"freelancing gigs out there this year, and even some discounts to courses that you",15:23,,,,
1,can access that are going to help you to get on the right track in getting your,15:28,S,3,,
1,digital nomad career up and running in just a few months. And I've also included,15:33,S,3,,
1,an extra special bonus of teaching you how to actually save money while you,15:38,S,3,,
1,travel through house-sitting. House-sitting is one of my favourite,15:41,S,3,,
1,digital nomad money-saving-hacks because I've been able to live rent-free,15:45,S,3,,
1,for sometimes up to six months out of the year through house-sitting. Which has,15:50,S,3,,
1,allowed me to save a lot of money while I travel and allowing me to explore new,15:54,S,3,,
1,places which is so so awesome so make sure to check it out by going to the,15:59,S,3,,
1,link in the description or head straight through to livingtoroam.com/digital-nomad,16:03,S,3,,
1,thank you guys so much for being here and watching this,16:07,S,3,,
1,video and if you'd like to learn more about how to start and grow your online,16:11,,,,
1,business make sure to LIKE the video and subscribe to the channel and hit that,16:16,F,3,,
1,bell so you get a notification every time a new video goes live. Finally do,16:20,F,3,,
1,you have a favourite travel destination that you would like to visit as a,16:23,F,3,,
1,digital nomad?? Let me know in the comments below so I can check out where,16:27,F,3,,
1,you guys are hoping to travel - thanks again so much for watching and as always,16:31,F,3,,
1,keep creating the life you love <3,16:35,F,3,,
2,I'm occasionally asked to what I think,0:02,E,1,,
2,about estonia's II residence program,0:04,E,1,,
2,it's been open for a number of years now,0:06,E,1,,
2,we've been covering it since day one,0:07,E,1,,
2,here at nomad capitalists and well the,0:10,E,1,,
2,program has attracted a lot of interest,0:11,E,1,,
2,over the years it's also gone through a,0:13,A,2,,
2,number of challenges in this video I'm,0:15,A,2,,
2,going to share my thoughts on the e,0:16,A,2,,
2,Residence program itself and also the,0:18,A,2,,
2,greater issues that I think you need to,0:20,A,2,,
2,consider,0:23,A,,,
2,[Music],0:36,,,,
2,hey guys I'm Andrew Henderson if you,0:38,F,3,,
2,want to learn more about how Nomad,0:40,F,3,,
2,capitalists help 7 and 8-figure,0:41,F,3,,
2,entrepreneurs go where they're treated,0:43,F,3,,
2,best buy legally reducing their taxes,0:45,F,3,,
2,going up Shore getting second passports,0:47,F,3,,
2,doing all that stuff,0:48,F,3,,
2,learn more at Nomad capitalists calm now,0:50,F,3,,
2,let's talk about Estonia II residents I,0:52,F,3,,
2,actually have my own Estonia a residents,0:55,,,,
2,card actually just realized it expired,0:57,E,2,,
2,got this one a couple years ago and so,1:01,E,2,,
2,before we talk about my thoughts let's,1:03,E,2,,
2,be clear on what it's Tony a residents,1:05,E,2,,
2,is it's not an actual residence permit,1:08,E,2,,
2,doesn't allow you to live in Estonia,1:10,E,2,,
2,doesn't lead to citizenship someone,1:12,E,2,,
2,asked you know what about Estonian residency,1:14,E,2,,
2,--is ensure we talked about that in a,1:16,E,2,A,2
2,video no such thing you're not going to,1:18,E,2,A,2
2,become a citizen you don't get to live,1:19,E,2,A,2
2,there none of that,1:21,E,2,A,2
2,what a residents was done was to,1:23,E,2,A,2
2,facilitate people digitally being able,1:27,E,2,A,2
2,to access services like taxes and,1:30,E,2,A,2
2,banking and corporate filings in Estonia,1:33,E,2,A,2
2,and it was designed to bring more,1:35,E,2,A,2
2,entrepreneurs in the digital economy,1:37,E,2,A,2
2,into this small Baltic country I don't,1:41,E,2,A,2
2,understand why a lot of folks got it I'm,1:43,E,2,A,2
2,gonna walk you through some of my,1:44,,,,
2,reasons now you know I got it it's it's,1:46,,,,
2,cool it's a trinket it's fun it's my way,1:48,,,,
2,to be part of the cool kids that was,1:50,,,,
2,some of the cool kids for doing a couple,1:51,,,,
2,years ago we got our Stoney at your,1:53,,,,
2,residence now let me say I really,1:55,,,,
2,respect the government of Estonia I,1:57,,,,
2,think they've done a great job I think,1:58,,,,
2,they've been forward-thinking you know,2:00,E,2,A,2
2,we were in talks with the former,2:03,E,2,,
2,president of Estonia who was looking at,2:05,E,2,,
2,who actually brought this program to,2:07,E,2,,
2,fruition about coming to nomad,2:08,E,2,,
2,capitalist line we ultimately now have,2:11,E,2,,
2,mikhail saakashvili the president of,2:12,E,2,,
2,georgia coming but i you know that shows,2:15,E,2,,
2,how i really respect what estonia is,2:16,E,2,,
2,done in wanting to be different in,2:18,E,2,,
2,wanting to make things more efficient,2:20,E,2,,
2,and wanting to make things more,2:21,E,2,,
2,accessible,2:22,E,2,,
2,i'm all for them on that here's the,2:25,E,2,,
2,challenge that you've seen in estonia as,2:26,E,2,,
2,well as it several other countries like,2:28,E,2,,
2,Hong Kong the government's goal of,2:30,E,2,,
2,opening things up and opening the,2:32,E,2,,
2,country up to new entrepreneurs is not,2:34,E,2,,
2,necessarily matched by that of the banks,2:37,E,2,,
2,okay and so what's happened is this year,2:40,S,1,A,2
2,which was supposed to allow you to,2:42,S,1,A,2
2,basically open an Estonian company and,2:44,S,1,A,2
2,open your bank account in Estonia and do,2:47,S,1,A,2
2,all your business and file everything,2:48,S,1,A,2
2,without,2:48,S,1,A,2
2,being there there's a whole ecosystem of,2:50,S,1,A,2
2,companies some of which I know the,2:52,S,1,A,2
2,people and they're very nice but this,2:54,,,,
2,whole ecosystem opened up to support on,2:55,,,,
2,that premise where rather than going,2:58,S,1,C,2
2,offshore the traditional offshore,3:00,S,1,C,2
2,companies people they said oh it's,3:01,S,1,C,2
2,expensive and it's confusing and in a,3:03,S,1,C,2
2,deed you know it can be they said oh,3:06,S,1,C,2
2,it's so easy in Estonia just pay this,3:07,S,1,C,2
2,one monthly fee and is this kind of very,3:09,S,1,C,2
2,millennial ish kind of kind of way to,3:11,S,1,C,2
2,start your company but then what,3:13,S,1,C,2
2,happened was the banks started really,3:15,S,1,C,2
2,turning their nose up a lot of folks and,3:16,,,,
2,they said well what's your connection to,3:18,,,,
2,Estonia that's I collect a question a,3:20,,,,
2,lot of banks around the world well ask,3:21,E,2,,
2,you when you go to open an account you,3:23,E,2,,
2,know we're constantly researching in,3:24,E,2,,
2,banks and we keep a list of over a,3:26,E,2,,
2,thousands of them and some of those,3:28,E,2,,
2,banks do not require you to have a,3:30,E,2,,
2,connection to their country and we've,3:32,E,2,,
2,talked about that in other videos but in,3:33,E,2,,
2,Estonia being part of the European Union,3:36,E,2,,
2,you know being that they were getting so,3:38,E,2,,
2,much interest from folks the banks were,3:40,E,2,,
2,able to say well hold on a second you,3:41,E,2,,
2,know we don't need all these new,3:42,E,2,,
2,customers let's be more strict no you,3:45,E,2,,
2,know you're a guy living in the United,3:47,E,2,,
2,States or Afghanistan or whatever else,3:49,E,2,,
2,running your business you know why are,3:51,E,2,,
2,you running your business in Estonian it,3:52,E,2,,
2,became very difficult to the point where,3:54,E,2,,
2,a lot of the things you could do with,3:55,E,2,,
2,the e residents just weren't working out,3:57,E,2,,
2,you couldn't open your bank account the,3:59,E,2,,
2,government stuff worked but you know,4:02,E,2,,
2,even some of the corporate service stuff,4:03,E,2,,
2,just wasn't working very well okay and,4:06,E,2,,
2,so I think a lot of people now that I've,4:08,,,,
2,talked to have just kind of gotten away,4:10,E,3,,
2,from it now let's step back one step you,4:12,E,3,,
2,know besides just having this kind of,4:14,E,3,,
2,cool trinket and and respecting what,4:16,E,3,,
2,Estonia is done in trying to to,4:18,E,3,,
2,modernize their economy and they've I,4:19,E,3,,
2,mean if considering their background you,4:23,E,3,,
2,look at how I think was Jorge Bush who was,4:25,E,3,,
2,talking about you know in the United,4:27,E,3,,
2,States we ought to be more like Estonia,4:28,E,3,,
2,we can file your taxes in five minutes,4:30,E,3,,
2,look at where Estonia was 30 years ago,4:32,,,,
2,that to me exactly makes the point of,4:34,,,,
2,what we talk about here at nomad,4:35,,,,
2,capitalist things are changing there are,4:38,E,2,,
2,new safe havens emerging and people,4:40,E,2,,
2,found out about Estonia but the problem,4:42,E,2,,
2,was with the government wanted to do,4:43,E,2,,
2,didn't match what the banks want to do,4:44,E,2,,
2,but let's step back okay people want,4:47,E,2,,
2,that and act like Estonia was this great,4:49,E,2,,
2,amazing tax haven and people are,4:50,E,2,,
2,promoting it is is something that was on,4:52,E,2,,
2,par with an offshore company now an,4:55,E,2,,
2,offshore company could be any company in,4:57,E,2,,
2,a place where you don't live and so if,4:59,E,2,,
2,you live in the United States if you,5:00,E,2,,
2,live in Ireland if you live in,5:02,E,2,,
2,Germany whatever then Estonia,5:03,E,2,,
2,technically is a foreign corporation but,5:07,E,2,,
2,is it the most tax-efficient corporation,5:09,E,2,,
2,I think a lot of people got sucked in,5:11,,,,
2,because of the the cool ecosystem where,5:14,,,,
2,it seemed really easy and yes ease of,5:16,,,,
2,operation is important you know one of,5:18,,,,
2,the people asked you know Andrew why do,5:19,C,2,,
2,you talk to seven or eight figure,5:20,C,2,,
2,entrepreneurs I said because it's a five,5:22,C,2,,
2,figure level a lot of the things that we,5:23,C,2,,
2,do in our business for folks,5:25,C,2,,
2,it just isn't cost-efficient you know if,5:27,C,2,,
2,"you're making $80,000 a year and your",5:29,C,2,,
2,tax bill is you know eighteen thousand,5:31,C,2,,
2,dollars a year a lot of the things that,5:33,C,2,,
2,that worked for a guy making you know,5:36,C,2,,
2,half a million a million two million ten,5:37,C,2,,
2,million dollars a year it's not worth it,5:40,C,2,,
2,you'd rather just pay the eighteen grand,5:42,C,2,,
2,and so in a sense the ease of operations,5:44,C,2,,
2,in Estonia was okay Estonia does have a,5:47,E,3,,
2,twenty percent tax rate however you can,5:49,E,3,,
2,defer that tax until you actually take,5:50,E,3,,
2,the money out that works for certain,5:52,E,3,,
2,people and one time under the entire,5:54,E,3,,
2,history of our business have I,5:55,E,3,,
2,recommended an Estonian company for,5:57,E,3,,
2,someone who actually went and set it up,5:59,E,3,,
2,it served a very specific need involving,6:01,E,3,,
2,tax treaties and an IP and different,6:03,E,3,,
2,stuff very specific need and the guy was,6:06,E,3,,
2,not planning and making huge profits it,6:08,E,3,,
2,was not going to be a big cash cow,6:09,E,3,,
2,business potentially and we had an,6:11,,,,
2,entire thought process for recommending,6:13,,,,
2,Estonia that was back in early 2017 and,6:16,,,,
2,so it's been years since I've ever,6:18,A,3,,
2,recommended Estonia because if you need,6:20,A,3,,
2,a European Union country for some kind,6:22,A,3,,
2,of tax treaties or you're doing some,6:25,A,3,,
2,kind of business in the EU there are,6:26,A,3,,
2,better options for most businesses with,6:28,A,3,,
2,lower rates that also have good,6:31,A,3,,
2,ecosystems that may not be a sexy they,6:33,A,3,,
2,may not be as digitized but you're gonna,6:35,A,3,,
2,pay less and that's probably worth it,6:38,A,3,,
2,most folks I don't think even need a,6:40,A,3,,
2,European Union company but I look at,6:42,A,3,,
2,most the folks that come to us who are,6:44,A,3,,
2,doing business online or who are doing,6:46,A,3,,
2,consulting or doing anything that's,6:48,A,3,,
2,location-independent a lot of those,6:51,A,3,,
2,folks you know very rarely do we need to,6:53,A,3,,
2,have some kind of company in the,6:54,A,3,,
2,European Union and so you know for me,6:57,A,3,,
2,why defer tax when you can just,6:58,A,3,,
2,eliminate entirely or when you can lock,7:01,A,3,,
2,in some kind of low very low tax rate,7:04,A,3,,
2,and just pay it now and be done and so,7:06,A,3,,
2,for most folks again I'm speaking,7:08,A,3,,
2,largely to the six figure 7 and 8-figure,7:11,,,,
2,levels I just haven't found it starting,7:14,E,2,,
2,to be the best place to incorporate and,7:15,E,2,,
2,I think where people got tripped up a,7:18,E,2,,
2,little bit was they saw a residents they,7:21,E,2,,
2,saw this whole kind of sex appeal of,7:23,E,2,,
2,Estonia and then said great how do I get,7:25,E,2,,
2,in and how do I tweak the e residents to,7:27,E,2,,
2,work how do I tweak the banks to suit,7:29,E,2,,
2,what I'm trying to do rather than asking,7:31,,,,
2,we'll hold on you know what's the best,7:33,,,,
2,jurisdiction I understand you know I I,7:36,,,,
2,do business in Asia,7:38,,,,
2,I have companies and banks where if I,7:40,A,2,,
2,want to make a change I just had to,7:42,A,2,,
2,reset my online banking the other day I,7:44,A,2,,
2,had a printed a form sign it send it,7:46,A,2,,
2,back I get that the pain but is it worth,7:49,A,2,,
2,paying tens or hundreds of thousands of,7:51,A,2,,
2,dollars more to avoid having to print,7:54,A,2,,
2,out a one-page form sign it take a,7:56,A,2,,
2,picture of it on your phone and email to,7:57,A,2,,
2,them and I think that's what you have to,7:59,A,2,,
2,ask yourself you know why do you need a,8:01,A,2,,
2,company in Estonia when you have the,8:03,A,2,,
2,whole world open to you the e residence,8:07,A,2,,
2,is cool but it probably shouldn't be,8:09,A,2,,
2,dictating where you're banking on a,8:10,A,2,,
2,personal level on a business level or,8:12,A,2,,
2,where you're setting up your company I,8:14,A,2,,
2,think a lot of folks got into Estonia,8:16,A,2,,
2,without respect to what I call my tax,8:18,A,2,,
2,friendly quadrant they probably weren't,8:21,A,2,,
2,setting up their structures perfectly,8:22,A,2,,
2,they weren't solving their personal tax,8:24,A,2,,
2,issues those are all the questions that,8:26,A,2,,
2,the card,8:29,A,2,,
2,you need to ask it's not all about just,8:29,F,3,,
2,how can nomad capitalists help you four,8:32,F,3,,
2,ways number one subscribe to our Channel,8:35,F,3,,
2,and click the notification bell to make,8:36,F,3,,
