id;author;description;guid;to;likecount;link;pubdate;replycount;title;authorChannelUrl;intention
11;Philip Stephens;Well said, and a little prescient, it is getting much worse. Thank you.;UgzkTvDHbPW2ixL8JR94AaABAg;;0;https://www.youtube.com/watch?v=ZiZlvR9AAEk&lc=UgzkTvDHbPW2ixL8JR94AaABAg;2020-03-29 19:33:31;1;Well said, and a little prescient, it is getting much worse. Thank you.;http://www.youtube.com/channel/UCYUCBYAVK4XkTjegwNJeWYg;1
12;Running Remote;Thanks Philip. Hopefully I got through to a few Dn ppl;UgzkTvDHbPW2ixL8JR94AaABAg.96o0gRaWxKF96pT-faKt1W;Philip Stephens;0;https://www.youtube.com/watch?v=ZiZlvR9AAEk&lc=UgzkTvDHbPW2ixL8JR94AaABAg.96o0gRaWxKF96pT-faKt1W;2020-03-30 09:00:11;0;Thanks Philip. Hopefully I got through to a few Dn ppl;http://www.youtube.com/channel/UCpOiPAD4gNK0PifmtTOv6sQ;1
13;rob stoutjesdijk;Hi Liam, thanks for making this video. You make a very good point and I\'m also staying at home (pretty much self-quarantining apart from necessary grocery shopping). I just wanted to ask whether you are aware of the case made for a suppression strategy as opposed to a migitation strategy as is being argued excellently in this report: https://medium.com/@tomaspueyo/coronavirus-the-hammer-and-the-dance-be9337092b56;UgzwnLb7RsrCljwlbeF4AaABAg;;0;https://www.youtube.com/watch?v=ZiZlvR9AAEk&lc=UgzwnLb7RsrCljwlbeF4AaABAg;2020-03-22 22:47:22;1;Hi Liam, thanks for making this video. You make a very good point and I\'m also staying at home (pretty much self-quarantining apart from necessary grocery shopping). I just wanted to ask whether you are aware of the case made for a suppression strategy as opposed to a migitation strategy as is being argued excellently in this report: https://medium.com/@tomaspueyo/coronavirus-the-hammer-and-the-dance-be9337092b56;http://www.youtube.com/channel/UCdeaShzg1yIaXEP0oXkr4mA;1
14;Running Remote;Check out my very next video rob;UgzwnLb7RsrCljwlbeF4AaABAg.96XLJ87Yo7i96YKC3lrN1-;rob stoutjesdijk;0;https://www.youtube.com/watch?v=ZiZlvR9AAEk&lc=UgzwnLb7RsrCljwlbeF4AaABAg.96XLJ87Yo7i96YKC3lrN1-;2020-03-23 07:56:54;0;Check out my very next video rob;http://www.youtube.com/channel/UCpOiPAD4gNK0PifmtTOv6sQ;1
15;Gina Reese;"I recently got a remote job at the start of this year and was planning on traveling to multiple locations joining the digital nomad community finally. You speak much wisdom about the situation and all of those plans of traveling can wait; I don\'t want to put others at risk and want to be part of the solution.";UgxuOkY_t3mmPBzhftJ4AaABAg;;2;https://www.youtube.com/watch?v=ZiZlvR9AAEk&lc=UgxuOkY_t3mmPBzhftJ4AaABAg;2020-03-20 10:44:50;1;"I recently got a remote job at the start of this year and was planning on traveling to multiple locations joining the digital nomad community finally. You speak much wisdom about the situation and all of those plans of traveling can wait; I don\'t want to put others at risk and want to be part of the solution.";http://www.youtube.com/channel/UCu66Mvp-l7DQY8DaPtXiaIQ;1
16;Running Remote;Gina, I appreciate your social responsibility and I’m sure we will get through this.;UgxuOkY_t3mmPBzhftJ4AaABAg.96Qu1P2rKWz96RY5YYatHH;Gina Reese;1;https://www.youtube.com/watch?v=ZiZlvR9AAEk&lc=UgxuOkY_t3mmPBzhftJ4AaABAg.96Qu1P2rKWz96RY5YYatHH;2020-03-20 16:43:40;0;Gina, I appreciate your social responsibility and I’m sure we will get through this.;http://www.youtube.com/channel/UCpOiPAD4gNK0PifmtTOv6sQ;1
17;Sophia Cook;I completely agree that traveling right now spreads the virus. But I\'d like to point out that 1) not all digital nomads are younger than 40 (I\'m not) and 2) not everyone has a place to go back to. Like another commenter says, what do you suggest? Traveling there from current location seems unhelpful to anyone. I am hunkering down in the UK and thankfully have a place to stay.;UgzThVlvGgxlWeNCOEZ4AaABAg;;1;https://www.youtube.com/watch?v=ZiZlvR9AAEk&lc=UgzThVlvGgxlWeNCOEZ4AaABAg;2020-03-20 07:26:25;1;I completely agree that traveling right now spreads the virus. But I\'d like to point out that 1) not all digital nomads are younger than 40 (I\'m not) and 2) not everyone has a place to go back to. Like another commenter says, what do you suggest? Traveling there from current location seems unhelpful to anyone. I am hunkering down in the UK and thankfully have a place to stay.;http://www.youtube.com/channel/UC6aPtl4O3TYG6a7ZndqHvGQ;1
18;Running Remote;Connect with friends and get a flat this week if you don’t have a place to go back to.;UgzThVlvGgxlWeNCOEZ4AaABAg.96QYKAgEFfx96QsQ1ofu_B;Sophia Cook;0;https://www.youtube.com/watch?v=ZiZlvR9AAEk&lc=UgzThVlvGgxlWeNCOEZ4AaABAg.96QYKAgEFfx96QsQ1ofu_B;2020-03-20 10:30:43;0;Connect with friends and get a flat this week if you don’t have a place to go back to.;http://www.youtube.com/channel/UCpOiPAD4gNK0PifmtTOv6sQ;1
19;Zoey Michael;"Yeah, the situation is very bad atm. I am a digital nomad and a house sitter in the UK. Most of my clients cancelled my visit. My mother lives in another country and apart from that - I don\'t want to put her at risk. Some people just can\'t ""go home"" - what would you suggest?";UgyqHEYWeNNtgfl9nO14AaABAg;;0;https://www.youtube.com/watch?v=ZiZlvR9AAEk&lc=UgyqHEYWeNNtgfl9nO14AaABAg;2020-03-20 03:39:09;4;"Yeah, the situation is very bad atm. I am a digital nomad and a house sitter in the UK. Most of my clients cancelled my visit. My mother lives in another country and apart from that - I don\'t want to put her at risk. Some people just can\'t ""go home"" - what would you suggest?";http://www.youtube.com/channel/UCw8PAhgqp1mWDs6Rb5rnnlA;1
20;Zoey Michael;@Matthew Beynon Yeah, I am aware of that. But his reply sounded just like a \'copy and taste\' kind of thing... He didn\'t read what I wrote AT ALL (Go to \'your country\' / What country? I live in the UK! ) He didn\'t care that my Mum is not the youngest either... So I should stop travelling but to an elderly person it is OK? Nobody knows all the answers - but to say such stupid things without knowing my situation is just ignorant.;UgyqHEYWeNNtgfl9nO14AaABAg.96Q8Je7v9si96TwHjA4WKq;Zoey Michael;0;https://www.youtube.com/watch?v=ZiZlvR9AAEk&lc=UgyqHEYWeNNtgfl9nO14AaABAg.96Q8Je7v9si96TwHjA4WKq;2020-03-21 15:02:15;0;@Matthew Beynon Yeah, I am aware of that. But his reply sounded just like a \'copy and taste\' kind of thing... He didn\'t read what I wrote AT ALL (Go to \'your country\' / What country? I live in the UK! ) He didn\'t care that my Mum is not the youngest either... So I should stop travelling but to an elderly person it is OK? Nobody knows all the answers - but to say such stupid things without knowing my situation is just ignorant.;http://www.youtube.com/channel/UCw8PAhgqp1mWDs6Rb5rnnlA;1
21;Matthew Beynon;​@Zoey Michael I think he meant just stay in the country you\'re currently in. That\'s probably the best thing to do regardless.;UgyqHEYWeNNtgfl9nO14AaABAg.96Q8Je7v9si96TiZMtU3j5;Zoey Michael;0;https://www.youtube.com/watch?v=ZiZlvR9AAEk&lc=UgyqHEYWeNNtgfl9nO14AaABAg.96Q8Je7v9si96TiZMtU3j5;2020-03-21 13:02:20;0;​@Zoey Michael I think he meant just stay in the country you\'re currently in. That\'s probably the best thing to do regardless.;http://www.youtube.com/channel/UC9kbGMEbmm31zr_iNJXVzAQ;1
22;Zoey Michael;"@Running Remote Stop travelling. Aha. Sounds like "" If you are a drug addict, just stop taking drugs"". Very helpful, thanks! Where do you suggest I should sleep? On the street? 🤔 I appreciate what you\'re trying to say - but your advice doesn\'t apply for everyone.";UgyqHEYWeNNtgfl9nO14AaABAg.96Q8Je7v9si96QxmTNIdL2;Zoey Michael;0;https://www.youtube.com/watch?v=ZiZlvR9AAEk&lc=UgyqHEYWeNNtgfl9nO14AaABAg.96Q8Je7v9si96QxmTNIdL2;2020-03-20 11:17:36;0;"@Running Remote Stop travelling. Aha. Sounds like "" If you are a drug addict, just stop taking drugs"". Very helpful, thanks! Where do you suggest I should sleep? On the street? 🤔 I appreciate what you\'re trying to say - but your advice doesn\'t apply for everyone.";http://www.youtube.com/channel/UCw8PAhgqp1mWDs6Rb5rnnlA;1
23;Running Remote;Stop moving at all. If you can’t get to your home country for god sakes don’t keep travelling. Also it looks like you have days before all borders are shut so make your decision quickly.;UgyqHEYWeNNtgfl9nO14AaABAg.96Q8Je7v9si96QsJRExieu;Zoey Michael;0;https://www.youtube.com/watch?v=ZiZlvR9AAEk&lc=UgyqHEYWeNNtgfl9nO14AaABAg.96Q8Je7v9si96QsJRExieu;2020-03-20 10:29:49;0;Stop moving at all. If you can’t get to your home country for god sakes don’t keep travelling. Also it looks like you have days before all borders are shut so make your decision quickly.;http://www.youtube.com/channel/UCpOiPAD4gNK0PifmtTOv6sQ;1
24;Traveling with Kristin;Completely agree, Liam! I didn’t realize that so many digital nomads were planning to continue traveling throughout this ordeal. That’s shameful. Stay in one place, everyone! Be a part of the solution.;UgwpDDfhMLLx7qJuI1x4AaABAg;;0;https://www.youtube.com/watch?v=ZiZlvR9AAEk&lc=UgwpDDfhMLLx7qJuI1x4AaABAg;2020-03-19 20:38:11;1;Completely agree, Liam! I didn’t realize that so many digital nomads were planning to continue traveling throughout this ordeal. That’s shameful. Stay in one place, everyone! Be a part of the solution.;http://www.youtube.com/channel/UCS2ezhBvebMx6BUL-4qpadQ;1
25;Running Remote;Seems like it has changed over the last few days but not by most dns choice, all flights are cancelled!;UgwpDDfhMLLx7qJuI1x4AaABAg.96PO8OzPRzH96PaJvC8zSB;Traveling with Kristin;0;https://www.youtube.com/watch?v=ZiZlvR9AAEk&lc=UgwpDDfhMLLx7qJuI1x4AaABAg.96PO8OzPRzH96PaJvC8zSB;2020-03-19 22:33:21;0;Seems like it has changed over the last few days but not by most dns choice, all flights are cancelled!;http://www.youtube.com/channel/UCpOiPAD4gNK0PifmtTOv6sQ;1
26;Trader Walt;Wise words. I\'m definitely delaying my travels. You could end up in situations you will not be able to talk, buy or fight your way out of if you are standing on the wrong foreign soil at the wrong time.;UgwnRZ2dlL9PCxxQadx4AaABAg;;1;https://www.youtube.com/watch?v=ZiZlvR9AAEk&lc=UgwnRZ2dlL9PCxxQadx4AaABAg;2020-03-17 19:42:11;3;Wise words. I\'m definitely delaying my travels. You could end up in situations you will not be able to talk, buy or fight your way out of if you are standing on the wrong foreign soil at the wrong time.;http://www.youtube.com/channel/UCRJyuyu9MKnfwRx1RjE1vkw;1
27;bersius;@Oleg Zaidiner Good luck Oleg, let me know if there is something I can do to help.;UgwnRZ2dlL9PCxxQadx4AaABAg.96K88Uko1om96LVKk2RAwn;Trader Walt;0;https://www.youtube.com/watch?v=ZiZlvR9AAEk&lc=UgwnRZ2dlL9PCxxQadx4AaABAg.96K88Uko1om96LVKk2RAwn;2020-03-18 08:24:05;0;@Oleg Zaidiner Good luck Oleg, let me know if there is something I can do to help.;http://www.youtube.com/channel/UCgqBm7vvs1-41lxbZ6TB5Wg;1
28;Oleg Zaidiner;"As a digital nomad currently in Thailand with my wife on last weeks of pregnancy ;) we decided to stay and don\'t do any travel, visa runs, etc... Hope we can get back after the crisis.";UgwnRZ2dlL9PCxxQadx4AaABAg.96K88Uko1om96KcJNDYWHK;Trader Walt;2;https://www.youtube.com/watch?v=ZiZlvR9AAEk&lc=UgwnRZ2dlL9PCxxQadx4AaABAg.96K88Uko1om96KcJNDYWHK;2020-03-18 00:14:33;0;"As a digital nomad currently in Thailand with my wife on last weeks of pregnancy ;) we decided to stay and don\'t do any travel, visa runs, etc... Hope we can get back after the crisis.";http://www.youtube.com/channel/UCQ4QFsIdAi_-_mjJBA8z4YA;1
29;bersius;Tell more Digital Nomads about your perspective as quickly as possible.;UgwnRZ2dlL9PCxxQadx4AaABAg.96K88Uko1om96KABsDWhcf;Trader Walt;0;https://www.youtube.com/watch?v=ZiZlvR9AAEk&lc=UgwnRZ2dlL9PCxxQadx4AaABAg.96K88Uko1om96KABsDWhcf;2020-03-17 20:00:08;0;Tell more Digital Nomads about your perspective as quickly as possible.;http://www.youtube.com/channel/UCgqBm7vvs1-41lxbZ6TB5Wg;1
