id;author;description;guid;to;likecount;link;pubdate;replycount;title;authorChannelUrl;intention
11;Living Unconventionally;The Single Dad Nomad so scary to even think about! Stay safe my friend 💖;Ugy3kFJqPZKVy7NhDfp4AaABAg.96XHExXlEj796YQVjP1D_L;Living Unconventionally;1;https://www.youtube.com/watch?v=g43A1DAvo_g&lc=Ugy3kFJqPZKVy7NhDfp4AaABAg.96XHExXlEj796YQVjP1D_L;2020-03-23 08:52:01;0;The Single Dad Nomad so scary to even think about! Stay safe my friend 💖;http://www.youtube.com/channel/UCJqgNBMdJm5iwdjTlo-DPoA;0
12;The Single Dad Nomad;Yeah, it\'s hard to say how long it will last. I might have to distance myself forever since I have asthma.;Ugy3kFJqPZKVy7NhDfp4AaABAg.96XHExXlEj796YF1zsdCmN;Living Unconventionally;1;https://www.youtube.com/watch?v=g43A1DAvo_g&lc=Ugy3kFJqPZKVy7NhDfp4AaABAg.96XHExXlEj796YF1zsdCmN;2020-03-23 07:11:50;0;Yeah, it\'s hard to say how long it will last. I might have to distance myself forever since I have asthma.;http://www.youtube.com/channel/UC_oic9r1g6jWP4Wh3KmRiDA;0
13;The Couchsurfer;nice video. For me it means all planned travels halted until further notice. Was supposed to travel this Easter, but that obviously won`t happen. Let`s see how this pandemic unfolds, we are still in the beginning of it.;Ugz5M8-MFQUwN6v2JqN4AaABAg;;1;https://www.youtube.com/watch?v=g43A1DAvo_g&lc=Ugz5M8-MFQUwN6v2JqN4AaABAg;2020-03-22 05:28:45;3;nice video. For me it means all planned travels halted until further notice. Was supposed to travel this Easter, but that obviously won`t happen. Let`s see how this pandemic unfolds, we are still in the beginning of it.;http://www.youtube.com/channel/UCGIVIQMY19oSmYeWR7dat3g;0
14;The Single Dad Nomad;@The Couchsurfer that\'s good! Being stuck in the Philippines wouldn\'t be the worst though 😅;Ugz5M8-MFQUwN6v2JqN4AaABAg.96VUS7GliZb96YHOWFJU1l;The Couchsurfer;0;https://www.youtube.com/watch?v=g43A1DAvo_g&lc=Ugz5M8-MFQUwN6v2JqN4AaABAg.96VUS7GliZb96YHOWFJU1l;2020-03-23 07:32:23;0;@The Couchsurfer that\'s good! Being stuck in the Philippines wouldn\'t be the worst though 😅;http://www.youtube.com/channel/UC_oic9r1g6jWP4Wh3KmRiDA;0
15;The Couchsurfer;@The Single Dad Nomad Luckily I`m back home. Was afraid to get stuck somewhere on my way back from Philippines.;Ugz5M8-MFQUwN6v2JqN4AaABAg.96VUS7GliZb96YGog_xwKW;The Couchsurfer;1;https://www.youtube.com/watch?v=g43A1DAvo_g&lc=Ugz5M8-MFQUwN6v2JqN4AaABAg.96VUS7GliZb96YGog_xwKW;2020-03-23 07:27:21;0;@The Single Dad Nomad Luckily I`m back home. Was afraid to get stuck somewhere on my way back from Philippines.;http://www.youtube.com/channel/UCGIVIQMY19oSmYeWR7dat3g;0
16;The Single Dad Nomad;Same. Just hanging out til borders open up again. Where are you currently at?;Ugz5M8-MFQUwN6v2JqN4AaABAg.96VUS7GliZb96YEwTZR6Jj;The Couchsurfer;0;https://www.youtube.com/watch?v=g43A1DAvo_g&lc=Ugz5M8-MFQUwN6v2JqN4AaABAg.96VUS7GliZb96YEwTZR6Jj;2020-03-23 07:10:57;0;Same. Just hanging out til borders open up again. Where are you currently at?;http://www.youtube.com/channel/UC_oic9r1g6jWP4Wh3KmRiDA;0
17;Amir;About b-rolls I think it\'s better to use your videos, for example the picture of your breakfast. 7:11 or your exercise.;Ugxfc1RimXozMdfbGKt4AaABAg;;1;https://www.youtube.com/watch?v=g43A1DAvo_g&lc=Ugxfc1RimXozMdfbGKt4AaABAg;2020-03-21 02:06:15;2;About b-rolls I think it\'s better to use your videos, for example the picture of your breakfast. 7:11 or your exercise.;http://www.youtube.com/channel/UCH9smi5vNzJa5IE7yxinMkg;0
18;Amir;@The Single Dad Nomad You\'re welcome.;Ugxfc1RimXozMdfbGKt4AaABAg.96SYU-kzzrC96VCXaKBt6O;Amir;0;https://www.youtube.com/watch?v=g43A1DAvo_g&lc=Ugxfc1RimXozMdfbGKt4AaABAg.96SYU-kzzrC96VCXaKBt6O;2020-03-22 02:52:13;0;@The Single Dad Nomad You\'re welcome.;http://www.youtube.com/channel/UCH9smi5vNzJa5IE7yxinMkg;0
19;The Single Dad Nomad;Okay, I will keep trying to shoot B-roll, as well. Thanks for the feedback as always!;Ugxfc1RimXozMdfbGKt4AaABAg.96SYU-kzzrC96UZfrpBkhn;Amir;0;https://www.youtube.com/watch?v=g43A1DAvo_g&lc=Ugxfc1RimXozMdfbGKt4AaABAg.96SYU-kzzrC96UZfrpBkhn;2020-03-21 20:55:13;0;Okay, I will keep trying to shoot B-roll, as well. Thanks for the feedback as always!;http://www.youtube.com/channel/UC_oic9r1g6jWP4Wh3KmRiDA;0
20;Amir;Great video Nicholas. I think having a rural or mountain house which in many cases has 0% property tax would be quite helpful. 🙌;Ugyxz__biASrC-DXBit4AaABAg;;1;https://www.youtube.com/watch?v=g43A1DAvo_g&lc=Ugyxz__biASrC-DXBit4AaABAg;2020-03-21 02:01:41;2;Great video Nicholas. I think having a rural or mountain house which in many cases has 0% property tax would be quite helpful. 🙌;http://www.youtube.com/channel/UCH9smi5vNzJa5IE7yxinMkg;0
21;Amir;@The Single Dad Nomad Have you ever considered buying such a house in cetroamerica countries? Costa Rica, Colombia, Panama, Mexico? I think would be cheap and quite beneficial.;Ugyxz__biASrC-DXBit4AaABAg.96SXxdX0JMD96VCSQ58ovV;Amir;0;https://www.youtube.com/watch?v=g43A1DAvo_g&lc=Ugyxz__biASrC-DXBit4AaABAg.96SXxdX0JMD96VCSQ58ovV;2020-03-22 02:51:30;0;@The Single Dad Nomad Have you ever considered buying such a house in cetroamerica countries? Costa Rica, Colombia, Panama, Mexico? I think would be cheap and quite beneficial.;http://www.youtube.com/channel/UCH9smi5vNzJa5IE7yxinMkg;0
22;The Single Dad Nomad;Agreed...the fresh air helps a lot these days;Ugyxz__biASrC-DXBit4AaABAg.96SXxdX0JMD96UZZFizHmJ;Amir;0;https://www.youtube.com/watch?v=g43A1DAvo_g&lc=Ugyxz__biASrC-DXBit4AaABAg.96SXxdX0JMD96UZZFizHmJ;2020-03-21 20:54:11;0;Agreed...the fresh air helps a lot these days;http://www.youtube.com/channel/UC_oic9r1g6jWP4Wh3KmRiDA;0
23;The Dividend Experiment;I\'m based in China and we are started to be let out now after 6 weeks or so of \'social distancing\', hope this coronavirus goes away soon! Stay safe!;Ugx1Gw5ZyV3wuJfSq7F4AaABAg;;2;https://www.youtube.com/watch?v=g43A1DAvo_g&lc=Ugx1Gw5ZyV3wuJfSq7F4AaABAg;2020-03-19 22:35:43;4;I\'m based in China and we are started to be let out now after 6 weeks or so of \'social distancing\', hope this coronavirus goes away soon! Stay safe!;http://www.youtube.com/channel/UCOU3Ex1nCLe7u-wtgO0A5Pg;0
24;The Dividend Experiment;@The Single Dad Nomad Seems to be ok so far but we haven\'t seen the full extent of economics repercussions yet;Ugx1Gw5ZyV3wuJfSq7F4AaABAg.96Paa8W3e_M96V0apChQde;The Dividend Experiment;0;https://www.youtube.com/watch?v=g43A1DAvo_g&lc=Ugx1Gw5ZyV3wuJfSq7F4AaABAg.96Paa8W3e_M96V0apChQde;2020-03-22 01:07:56;0;@The Single Dad Nomad Seems to be ok so far but we haven\'t seen the full extent of economics repercussions yet;http://www.youtube.com/channel/UCOU3Ex1nCLe7u-wtgO0A5Pg;0
25;The Single Dad Nomad;How are people handling the transition?;Ugx1Gw5ZyV3wuJfSq7F4AaABAg.96Paa8W3e_M96UZab68tqB;The Dividend Experiment;0;https://www.youtube.com/watch?v=g43A1DAvo_g&lc=Ugx1Gw5ZyV3wuJfSq7F4AaABAg.96Paa8W3e_M96UZab68tqB;2020-03-21 20:54:30;0;How are people handling the transition?;http://www.youtube.com/channel/UC_oic9r1g6jWP4Wh3KmRiDA;0
26;The Dividend Experiment;@The Single Dad Nomad In Hangzhou, it\'s a little bit south of Shanghai.;Ugx1Gw5ZyV3wuJfSq7F4AaABAg.96Paa8W3e_M96Qbiy4T989;The Dividend Experiment;1;https://www.youtube.com/watch?v=g43A1DAvo_g&lc=Ugx1Gw5ZyV3wuJfSq7F4AaABAg.96Paa8W3e_M96Qbiy4T989;2020-03-20 08:04:53;0;@The Single Dad Nomad In Hangzhou, it\'s a little bit south of Shanghai.;http://www.youtube.com/channel/UCOU3Ex1nCLe7u-wtgO0A5Pg;0
27;The Single Dad Nomad;Wow! Thanks for sharing! I think we should all remember that whether it\'s six weeks or six months, this won\'t last forever. Stay calm, stay healthy, stay happy, and be patient until the worst is over. Where are you in China? Not necessarily fun being quarantined in a foreign country, I know.;Ugx1Gw5ZyV3wuJfSq7F4AaABAg.96Paa8W3e_M96QX6Eev7lL;The Dividend Experiment;0;https://www.youtube.com/watch?v=g43A1DAvo_g&lc=Ugx1Gw5ZyV3wuJfSq7F4AaABAg.96Paa8W3e_M96QX6Eev7lL;2020-03-20 07:15:47;0;Wow! Thanks for sharing! I think we should all remember that whether it\'s six weeks or six months, this won\'t last forever. Stay calm, stay healthy, stay happy, and be patient until the worst is over. Where are you in China? Not necessarily fun being quarantined in a foreign country, I know.;http://www.youtube.com/channel/UC_oic9r1g6jWP4Wh3KmRiDA;0
28;Feed;9:16 - Spoken like a truly free man. I applaud you.;Ugz6o_Am98gdbBEp4qF4AaABAg;;2;https://www.youtube.com/watch?v=g43A1DAvo_g&lc=Ugz6o_Am98gdbBEp4qF4AaABAg;2020-03-19 20:42:18;1;9:16 - Spoken like a truly free man. I applaud you.;http://www.youtube.com/channel/UCCZMjT4AVZxAW1v9mVLr_QA;0
29;The Single Dad Nomad;Thanks Fred, just trying to trust myself and my instincts these days 🙌 how are you handling yourself?;Ugz6o_Am98gdbBEp4qF4AaABAg.96PObV-K9M496PTLCesDEi;Feed;0;https://www.youtube.com/watch?v=g43A1DAvo_g&lc=Ugz6o_Am98gdbBEp4qF4AaABAg.96PObV-K9M496PTLCesDEi;2020-03-19 21:23:38;0;Thanks Fred, just trying to trust myself and my instincts these days 🙌 how are you handling yourself?;http://www.youtube.com/channel/UC_oic9r1g6jWP4Wh3KmRiDA;0
30;Jet Sled;The world is closing down. Expect to be there for over a year.. And you will be on your own...don\'t call for help from the US.. You should think what is best for your Daughter. Not your life style I\'m watching a girl on TV right now stuck in Peru..and cant leave ..as they have closed the boarders in and out.;UgxR6ekeTIygRRNO4JF4AaABAg;;0;https://www.youtube.com/watch?v=g43A1DAvo_g&lc=UgxR6ekeTIygRRNO4JF4AaABAg;2020-03-19 19:39:57;1;The world is closing down. Expect to be there for over a year.. And you will be on your own...don\'t call for help from the US.. You should think what is best for your Daughter. Not your life style I\'m watching a girl on TV right now stuck in Peru..and cant leave ..as they have closed the boarders in and out.;http://www.youtube.com/channel/UCHfkoQHxhKoT4ip039ybcYg;0
31;The Single Dad Nomad;I know the world is closing down, but I wouldn\'t expect the USA to help me with anything related to covid-19. They\'re short on ventilators and protective masks which they rely on China to receive. And getting sick in America would cost thousands of dollars there because the health system is corrupt and not designed to help people, it\'s there to make a profit off your illness.;UgxR6ekeTIygRRNO4JF4AaABAg.96PHToZnpWp96PI59GoLDY;Jet Sled;3;https://www.youtube.com/watch?v=g43A1DAvo_g&lc=UgxR6ekeTIygRRNO4JF4AaABAg.96PHToZnpWp96PI59GoLDY;2020-03-19 19:45:19;0;I know the world is closing down, but I wouldn\'t expect the USA to help me with anything related to covid-19. They\'re short on ventilators and protective masks which they rely on China to receive. And getting sick in America would cost thousands of dollars there because the health system is corrupt and not designed to help people, it\'s there to make a profit off your illness.;http://www.youtube.com/channel/UC_oic9r1g6jWP4Wh3KmRiDA;0
32;Nature lover’s adventures;I have low immune system and staying at home. I work from home which is nice but limited my store trips to minimum. Honestly every time I would go clothes shopping and spend an hour or more in fitting room, I would get sick even before the corona virus. Once I stopped, my health improved. I am an introvert so it’s easy for me. Hope it dies down by May. I had plans and signed a lease in Mexico. Stay safe.;Ugxxa0SF_NdMfXQrOw14AaABAg;;2;https://www.youtube.com/watch?v=g43A1DAvo_g&lc=Ugxxa0SF_NdMfXQrOw14AaABAg;2020-03-19 18:34:20;1;I have low immune system and staying at home. I work from home which is nice but limited my store trips to minimum. Honestly every time I would go clothes shopping and spend an hour or more in fitting room, I would get sick even before the corona virus. Once I stopped, my health improved. I am an introvert so it’s easy for me. Hope it dies down by May. I had plans and signed a lease in Mexico. Stay safe.;http://www.youtube.com/channel/UCGf2FXqnKtp3dVSRLSzX8gw;0
33;The Single Dad Nomad;I hear you. I have asthma so trying to take care as best as possible. I have tickets to Ecuador and those are cancelled. Best of luck, for now, but everyone should stay safe! 🙏🙏;Ugxxa0SF_NdMfXQrOw14AaABAg.96P9yCzqFVM96PB-wpze6y;Nature lover’s adventures;1;https://www.youtube.com/watch?v=g43A1DAvo_g&lc=Ugxxa0SF_NdMfXQrOw14AaABAg.96P9yCzqFVM96PB-wpze6y;2020-03-19 18:43:26;0;I hear you. I have asthma so trying to take care as best as possible. I have tickets to Ecuador and those are cancelled. Best of luck, for now, but everyone should stay safe! 🙏🙏;http://www.youtube.com/channel/UC_oic9r1g6jWP4Wh3KmRiDA;0
34;Yo Adriennie;I sincerely hope this whole thing blows over by the summer. I’m ready to TRAVEL!! 🙏🏾 Just waiting to see how the current school year is gonna end up. Hate to leave my 2nd graders hanging!;Ugx-VDYtdHlTQG-W_PJ4AaABAg;;2;https://www.youtube.com/watch?v=g43A1DAvo_g&lc=Ugx-VDYtdHlTQG-W_PJ4AaABAg;2020-03-19 18:13:18;3;I sincerely hope this whole thing blows over by the summer. I’m ready to TRAVEL!! 🙏🏾 Just waiting to see how the current school year is gonna end up. Hate to leave my 2nd graders hanging!;http://www.youtube.com/channel/UCCiGP2Kd3BP4jL3kcrzYIUQ;0
35;The Single Dad Nomad;@Yo Adriennie yeah you never know...might not open again until fall. Just be prepared 🙏;Ugx-VDYtdHlTQG-W_PJ4AaABAg.96P7Z8ydFqp96PBD2PVmhR;Yo Adriennie;0;https://www.youtube.com/watch?v=g43A1DAvo_g&lc=Ugx-VDYtdHlTQG-W_PJ4AaABAg.96P7Z8ydFqp96PBD2PVmhR;2020-03-19 18:45:14;0;@Yo Adriennie yeah you never know...might not open again until fall. Just be prepared 🙏;http://www.youtube.com/channel/UC_oic9r1g6jWP4Wh3KmRiDA;0
36;Yo Adriennie;The Single Dad Nomad for the district is saying April 4th but who knows if that will change...;Ugx-VDYtdHlTQG-W_PJ4AaABAg.96P7Z8ydFqp96PB3wb0HI9;Yo Adriennie;0;https://www.youtube.com/watch?v=g43A1DAvo_g&lc=Ugx-VDYtdHlTQG-W_PJ4AaABAg.96P7Z8ydFqp96PB3wb0HI9;2020-03-19 18:43:59;0;The Single Dad Nomad for the district is saying April 4th but who knows if that will change...;http://www.youtube.com/channel/UCCiGP2Kd3BP4jL3kcrzYIUQ;0
37;The Single Dad Nomad;I hear you! Probably best to hunker down until the worst of it is over. How long is school shut down for?;Ugx-VDYtdHlTQG-W_PJ4AaABAg.96P7Z8ydFqp96PAsCgfEdH;Yo Adriennie;0;https://www.youtube.com/watch?v=g43A1DAvo_g&lc=Ugx-VDYtdHlTQG-W_PJ4AaABAg.96P7Z8ydFqp96PAsCgfEdH;2020-03-19 18:42:15;0;I hear you! Probably best to hunker down until the worst of it is over. How long is school shut down for?;http://www.youtube.com/channel/UC_oic9r1g6jWP4Wh3KmRiDA;0
38;Thomas;Man at this point everyone should just return to there home countries. Travelling is of the cards for a long time maybe over a year, stay safe mate. If you don\'t.go back to the US man I would be.stright on a plane to Hong Kong, they have in fairly under control their. But I would leave no as borders could close at any time, and you have some family their if you got sick. you have some option;UgwNRWS9TCa6tFWFnv54AaABAg;;0;https://www.youtube.com/watch?v=g43A1DAvo_g&lc=UgwNRWS9TCa6tFWFnv54AaABAg;2020-03-19 12:20:15;3;Man at this point everyone should just return to there home countries. Travelling is of the cards for a long time maybe over a year, stay safe mate. If you don\'t.go back to the US man I would be.stright on a plane to Hong Kong, they have in fairly under control their. But I would leave no as borders could close at any time, and you have some family their if you got sick. you have some option;http://www.youtube.com/channel/UCRaZ5dFaKqCQD_pWqlUzHIg;0
39;The Single Dad Nomad;Thank you, I will. I\'m just gonna do my best to pretend this is an extended vacation! My dad came to visit us here about 10 days ago and wasn\'t planning on leaving til the 31st. Now he\'s trying to get home early and still not sure if he will be able to get out before the border quarantine goes into effect on Monday. It\'s wild times these days...;UgwNRWS9TCa6tFWFnv54AaABAg.96OV9Ks2s2n96QXVC0RGxt;Thomas;0;https://www.youtube.com/watch?v=g43A1DAvo_g&lc=UgwNRWS9TCa6tFWFnv54AaABAg.96OV9Ks2s2n96QXVC0RGxt;2020-03-20 07:19:11;0;Thank you, I will. I\'m just gonna do my best to pretend this is an extended vacation! My dad came to visit us here about 10 days ago and wasn\'t planning on leaving til the 31st. Now he\'s trying to get home early and still not sure if he will be able to get out before the border quarantine goes into effect on Monday. It\'s wild times these days...;http://www.youtube.com/channel/UC_oic9r1g6jWP4Wh3KmRiDA;0
40;Thomas;The Single Dad Nomad Yeah man, very risky to get on a plane, mind you if you can if get one, that won\'t send you bankrupt, you should be able to get cheap apartments in HK at the moment, HK would be my choice, good luck man keep us posted. places also might get hostile towards foreigners I\'m hearing bad things out in Vietnam the small amount that are left;UgwNRWS9TCa6tFWFnv54AaABAg.96OV9Ks2s2n96PfSsN2Kv8;Thomas;1;https://www.youtube.com/watch?v=g43A1DAvo_g&lc=UgwNRWS9TCa6tFWFnv54AaABAg.96OV9Ks2s2n96PfSsN2Kv8;2020-03-19 23:18:16;0;The Single Dad Nomad Yeah man, very risky to get on a plane, mind you if you can if get one, that won\'t send you bankrupt, you should be able to get cheap apartments in HK at the moment, HK would be my choice, good luck man keep us posted. places also might get hostile towards foreigners I\'m hearing bad things out in Vietnam the small amount that are left;http://www.youtube.com/channel/UCRaZ5dFaKqCQD_pWqlUzHIg;0
41;The Single Dad Nomad;I hear ya and I don\'t disagree. There is a lot to consider in the next few days. I don\'t even really want to go to any airport or be on an airplane. I wanna build a bunker filled with indoor plants and have all my food delivered.;UgwNRWS9TCa6tFWFnv54AaABAg.96OV9Ks2s2n96P6iqN_OEW;Thomas;3;https://www.youtube.com/watch?v=g43A1DAvo_g&lc=UgwNRWS9TCa6tFWFnv54AaABAg.96OV9Ks2s2n96P6iqN_OEW;2020-03-19 18:06:01;0;I hear ya and I don\'t disagree. There is a lot to consider in the next few days. I don\'t even really want to go to any airport or be on an airplane. I wanna build a bunker filled with indoor plants and have all my food delivered.;http://www.youtube.com/channel/UC_oic9r1g6jWP4Wh3KmRiDA;0
